experiment_id,dataset,mode,n,patterns,pattern_hash,runtime_mean_ms,runtime_sd_ms,runtime_median_ms,runtime_iqr_ms,runtime_ci95_lo_ms,runtime_ci95_hi_ms,heap_mean_mb,heap_sd_mb,heap_median_mb,nodes_median,candidates_median,corr_pruned_median,uo_bound_pruned_median,eda_aborts_median,duo_entries_median,lazy_duo_skips_median
journal_mushroom,Mushroom,UOB_FULL,10,6,3b9801adc9cdaffe96313b9dee5ab95553ce0e0fddff9abe9a0d4709c1a337c7,439.6,24.088724886690592,436.5,29.25,422.36916148761185,456.8308385123882,308.53067550000003,2.197738684877115,308.74242000000004,966.0,2944.0,1306.0,380.0,1306.0,6452544.0,715.0
journal_mushroom,Mushroom,UOB_NO_EDA,10,6,3b9801adc9cdaffe96313b9dee5ab95553ce0e0fddff9abe9a0d4709c1a337c7,661.7,103.0868565822045,647.5,133.5,587.9612285675983,735.4387714324018,395.28704,139.60402564483437,309.961109,3155.0,3864.0,2189.0,380.0,0.0,23561136.0,752.0
journal_mushroom,Mushroom,UOB_NO_UO_BOUND,10,6,3b9801adc9cdaffe96313b9dee5ab95553ce0e0fddff9abe9a0d4709c1a337c7,416.3,60.369326280451034,393.5,62.75,373.11738584615335,459.48261415384667,380.7707215,119.62177127399298,310.1875915,1240.0,3573.0,1647.0,0.0,1647.0,8666851.0,729.0
journal_mushroom,Mushroom,UOB_POSTFILTER,10,6,3b9801adc9cdaffe96313b9dee5ab95553ce0e0fddff9abe9a0d4709c1a337c7,40111.7,716.1727057382489,40085.5,531.75,39599.41650232204,40623.98349767795,311.7519593,0.02109084569216998,311.742203,48106.0,49056.0,0.0,3781.0,0.0,0.0,0.0
journal_mushroom,Mushroom,UOB_RECOMPUTE_DUO,10,6,3b9801adc9cdaffe96313b9dee5ab95553ce0e0fddff9abe9a0d4709c1a337c7,1312.5,60.489209322361326,1317.0,57.0,1269.2316326423102,1355.7683673576898,463.4253157,102.94124764303132,434.9430425,3155.0,3864.0,2189.0,380.0,0.0,74256065.0,752.0
journal_pumsb,Pumsb,CORHUOPM_AC,10,2,8b614d53911b4ef41f0ce409125eaa655cd8111f69ad3d2ab0c3f3cab579e52d,57756.8,2170.8511797091123,57540.5,3276.5,56203.974506415565,59309.62549358444,1178.7514799,507.57009099904343,1118.0478779999999,17630.0,21080.0,0.0,15693.0,0.0,0.0,0.0
journal_pumsb,Pumsb,CORHUOPM_BOND,10,2,8b614d53911b4ef41f0ce409125eaa655cd8111f69ad3d2ab0c3f3cab579e52d,87662.5,2931.387242700402,87529.0,3174.75,85565.65757957977,89759.34242042023,800.6178993,417.11635758806375,602.150341,17630.0,21080.0,0.0,15693.0,0.0,0.0,0.0
journal_pumsb,Pumsb,COUPM_KULC_ADAPTED,10,2,8b614d53911b4ef41f0ce409125eaa655cd8111f69ad3d2ab0c3f3cab579e52d,57089.8,2610.446653991101,57212.0,5059.75,55222.52869561573,58957.07130438428,1032.7102775,478.919763451645,849.8339115,17630.0,21080.0,0.0,15693.0,0.0,0.0,0.0
journal_pumsb,Pumsb,HUOPM,10,2,8b614d53911b4ef41f0ce409125eaa655cd8111f69ad3d2ab0c3f3cab579e52d,58322.9,3146.97493016883,57695.5,5484.75,56071.84615305132,60573.95384694868,1135.3859749,390.26799104818593,1080.3860895,17630.0,21080.0,0.0,15693.0,0.0,0.0,0.0
journal_pumsb,Pumsb,UOB_EAGER_DUO,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8951.8,382.10318559839885,8871.5,597.0,8678.47883762694,9225.121162373058,640.9153276,116.9623086059197,623.6879235,1497.0,2420.0,752.0,1291.0,752.0,81291002.0,0.0
journal_pumsb,Pumsb,UOB_FULL,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8786.0,716.1689744745998,8641.5,488.5,8273.719171321824,9298.280828678176,677.8061150999999,144.42740296488975,652.046036,1497.0,2420.0,616.0,1291.0,616.0,71364311.0,341.0
journal_pumsb,Pumsb,UOB_NO_EDA,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9637.1,493.2798281795931,9489.0,358.0,9284.253383968558,9989.946616031442,870.9038704,365.6308630088699,773.6550065,2521.0,2879.0,1024.0,1291.0,0.0,121467497.0,392.0
journal_pumsb,Pumsb,UOB_NO_UO_BOUND,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,124858.4,4410.666797662231,123969.0,7557.75,121703.41825314709,128013.3817468529,1207.0173316999999,248.55923229842062,1157.496456,53439.0,73830.0,18589.0,0.0,18589.0,2618826820.0,1836.0
journal_pumsb,Pumsb,UOB_POSTFILTER,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,57341.6,1887.8427547512179,57727.5,3361.75,55991.21247235327,58691.98752764673,728.3580460000001,178.32058572373245,671.5076025000001,17630.0,21080.0,0.0,15693.0,0.0,0.0,0.0
journal_pumsb,Pumsb,UOB_RECOMPUTE_DUO,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,17580.1,707.4364439454771,17464.0,1184.5,17074.065613342293,18086.134386657704,1065.0773278,247.0517560274593,976.094044,2521.0,2879.0,1024.0,1291.0,0.0,495257269.0,392.0
journal_retail,Retail,CORHUOPM_AC,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,60.9,9.182713227702486,60.0,6.25,54.33153905088871,67.46846094911129,17.1981833,0.03104817118625666,17.198680500000002,13.0,15.0,6.0,0.0,0.0,0.0,0.0
journal_retail,Retail,CORHUOPM_BOND,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,76.2,12.200182148002728,73.0,19.5,67.4731217861139,84.92687821388611,20.7640512,0.02812386350414886,20.76825,13.0,15.0,6.0,0.0,0.0,0.0,0.0
journal_retail,Retail,COUPM_KULC_ADAPTED,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,66.3,15.656379601370881,64.0,23.75,55.10087883983748,77.49912116016252,19.7346992,0.03465741854142521,19.745365,16.0,18.0,0.0,3.0,0.0,0.0,0.0
journal_retail,Retail,HUOPM,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,64.3,10.667187487284963,65.5,11.0,56.669683914804054,71.93031608519594,19.7567597,0.0353412899407732,19.76923,16.0,18.0,0.0,3.0,0.0,0.0,0.0
journal_retail,Retail,UOB_EAGER_DUO,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,70.0,13.424687043734846,65.0,24.0,60.397224609520435,79.60277539047956,27.476333,0.03859080958812161,27.475899,7.0,15.0,14.0,0.0,14.0,63681.0,0.0
journal_retail,Retail,UOB_FULL,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,66.2,21.096603202095512,69.5,35.25,51.10944769201605,81.29055230798396,25.7277748,0.03965287367700412,25.709404,7.0,15.0,6.0,0.0,6.0,63681.0,8.0
