experiment_id,dataset,mode,n,patterns,pattern_hash,runtime_mean_ms,runtime_sd_ms,runtime_median_ms,runtime_iqr_ms,runtime_ci95_lo_ms,runtime_ci95_hi_ms,heap_mean_mb,heap_sd_mb,heap_median_mb,nodes_median,candidates_median,corr_pruned_median,uo_bound_pruned_median,eda_aborts_median,duo_entries_median,lazy_duo_skips_median
journal_t10n_100k,T10I4N4KD100K,UOB_RECOMPUTE_DUO,10,36,fa135f14b7f35d2007bcf51444ff12b665d41878ed0670a1d09f8565fa571d32,8262.2,369.62076661236324,8193.0,278.0,7997.807601885078,8526.592398114924,325.7438506,0.6411492106583516,325.38951099999997,1247.0,767656.0,5.0,25.0,0.0,22363.0,767649.0
journal_t10n_500k,T10I4N4KD500K,CORHUOPM_AC,10,36,142a39ca500007fee15673b72d4957b6e6c32792ab136385f386624790d99308,34893.9,10614.477895256501,41261.5,20480.5,27301.287465845817,42486.512534154186,402.8494103,0.9366456756220827,402.23465350000004,1244.0,759059.0,7.0,24.0,0.0,0.0,0.0
journal_t10n_500k,T10I4N4KD500K,CORHUOPM_BOND,10,36,142a39ca500007fee15673b72d4957b6e6c32792ab136385f386624790d99308,34759.8,10626.984873947602,41520.0,20868.75,27158.241133853655,42361.35886614635,403.2817483,0.944157046763481,403.511715,1242.0,759057.0,7.0,24.0,0.0,0.0,0.0
journal_t10n_500k,T10I4N4KD500K,COUPM_KULC_ADAPTED,10,40,178383764abbd948d6e943a7b22609307d4ba2f72feb5489d0183366b8104a29,32137.0,10552.25779947906,28062.0,20318.5,24588.893948758854,39685.10605124115,402.7316118,0.8093096783254753,402.382969,1244.0,759059.0,0.0,27.0,0.0,0.0,0.0
journal_t10n_500k,T10I4N4KD500K,HUOPM,10,40,178383764abbd948d6e943a7b22609307d4ba2f72feb5489d0183366b8104a29,34357.8,12554.765556464117,33233.5,21285.75,25377.285718654544,43338.31428134546,402.9734511,0.7291911009432064,402.7348785,1244.0,759059.0,0.0,27.0,0.0,0.0,0.0
journal_t10n_500k,T10I4N4KD500K,UOB_EAGER_DUO,10,37,8aa6ae5193bfe126db1fbcbd603d4af947beb712313ccd92b1d99bdb1e6bebdd,36502.5,10739.345120216181,42872.0,18583.75,28820.569039947768,44184.43096005223,408.7618256,19.54706728275397,402.3228305,1235.0,759054.0,758975.0,24.0,758975.0,306256.0,0.0
journal_t10n_500k,T10I4N4KD500K,UOB_FULL,10,37,8aa6ae5193bfe126db1fbcbd603d4af947beb712313ccd92b1d99bdb1e6bebdd,33129.7,13443.617891442434,24905.0,20693.0,23513.383237725684,42746.01676227431,402.81092060000003,0.7408879673453731,402.433979,1235.0,759054.0,4.0,24.0,4.0,13784.0,759048.0
journal_t10n_500k,T10I4N4KD500K,UOB_NO_EDA,10,37,8aa6ae5193bfe126db1fbcbd603d4af947beb712313ccd92b1d99bdb1e6bebdd,26979.2,8529.64289730558,23235.5,2181.75,20877.884964723216,33080.51503527678,402.6885033,0.6852616819629481,402.38271699999996,1240.0,759055.0,5.0,24.0,0.0,52789.0,759048.0
journal_t10n_500k,T10I4N4KD500K,UOB_NO_UO_BOUND,10,37,8aa6ae5193bfe126db1fbcbd603d4af947beb712313ccd92b1d99bdb1e6bebdd,29384.0,10051.549189608093,24104.5,14217.0,22194.054425871363,36573.94557412864,402.871585,0.8171251821356441,402.482685,1235.0,759528.0,4.0,0.0,4.0,13784.0,759522.0
journal_t10n_500k,T10I4N4KD500K,UOB_POSTFILTER,10,37,8aa6ae5193bfe126db1fbcbd603d4af947beb712313ccd92b1d99bdb1e6bebdd,32486.2,10866.53784995223,29068.5,18199.75,24713.2871637239,40259.1128362761,402.623356,0.7919812440326874,402.17713200000003,1244.0,759059.0,0.0,27.0,0.0,0.0,0.0
journal_t10n_500k,T10I4N4KD500K,UOB_RECOMPUTE_DUO,10,37,8aa6ae5193bfe126db1fbcbd603d4af947beb712313ccd92b1d99bdb1e6bebdd,36555.6,12966.508869648247,41606.0,20404.5,27280.56275941101,45830.637240588985,402.9666406,0.7234663904104941,402.93021,1240.0,759055.0,5.0,24.0,0.0,111196.0,759048.0
